id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,16,16,USD,"2018-04-23T13:07:08.185Z,2017-12-05T09:30:18.711Z,2017-12-28T09:22:48.711Z,2017-12-20T09:52:39.825Z,2018-07-14T06:36:40.285Z,2017-11-24T08:37:31.242Z,2018-07-13T12:25:04.867Z,2018-05-20T11:53:56.047Z,2018-07-13T20:58:31.788Z,2017-12-14T09:41:19.041Z,2017-12-06T09:40:58.342Z,2018-06-02T14:36:02.362Z,2017-12-22T09:48:10.765Z,2018-07-10T02:20:30.661Z,2018-07-16T09:59:12.202Z,2018-01-04T09:24:30.737Z,2018-01-21T10:25:49.568Z,2017-12-19T09:42:20.754Z,2018-03-30T11:31:07.694Z,2018-01-23T09:45:18.896Z,2017-12-15T10:01:52.616Z,2017-11-18T10:28:08.381Z,2017-11-23T09:52:22.475Z,2017-11-25T09:15:59.559Z,2017-12-21T16:50:22.142Z,2017-11-26T09:34:23.245Z,2018-07-15T09:41:04.868Z,2017-12-24T09:47:35.100Z,2017-11-19T09:32:22.824Z,2018-07-16T02:14:07.220Z,2018-05-19T12:24:06.212Z,2017-10-19T14:12:59.981Z,2017-11-29T10:08:55.317Z,2018-07-12T17:24:44.552Z,2017-10-22T04:35:39.262Z,2017-12-03T09:13:46.531Z,2017-12-08T10:08:23.327Z,2017-12-31T09:31:16.032Z,2018-01-01T09:13:16.920Z,2018-01-14T10:09:44.243Z,2018-07-14T23:48:40.297Z,2017-10-04T22:46:31.099Z,2018-01-03T09:11:14.423Z,2017-12-25T09:35:18.343Z,2017-12-04T09:24:37.186Z,2017-11-22T10:00:05.464Z,2018-01-02T09:08:40.092Z,2017-12-09T10:00:12.680Z,2018-07-11T14:33:26.817Z,2018-04-10T11:48:51.497Z,2017-12-26T09:29:22.896Z,2017-12-17T08:47:09.340Z,2018-01-07T09:29:58.629Z,2017-12-16T10:33:09.107Z,2018-04-26T12:16:02.591Z,2018-01-20T11:24:16.027Z,2018-01-08T09:31:09.944Z,2017-12-27T09:30:57.745Z,2017-12-10T09:54:20.423Z,2017-12-29T09:14:54.502Z,2017-12-18T08:55:39.776Z,2017-12-01T10:29:26.751Z,2017-12-30T09:34:06.634Z,2017-12-11T09:27:26.655Z,2017-12-12T09:25:56.401Z,2018-01-24T09:59:55.589Z,2017-11-21T09:51:41.574Z,2017-11-30T10:45:14.251Z,2017-12-23T10:02:56.523Z,2017-11-27T09:32:55.492Z",,Sicillian  Topping Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,20,20,USD,"2017-12-29T09:14:54.498Z,2017-12-31T09:31:16.026Z,2017-10-22T04:35:39.256Z,2017-12-27T09:30:57.736Z,2018-03-30T11:31:07.683Z,2017-12-20T09:52:39.821Z,2017-11-23T09:52:22.458Z,2018-05-19T12:24:06.168Z,2018-07-10T02:20:30.637Z,2018-07-11T14:33:26.807Z,2018-01-08T09:31:09.939Z,2017-11-21T09:51:41.569Z,2017-11-30T10:45:14.244Z,2017-12-03T09:13:46.524Z,2018-07-14T06:36:40.266Z,2018-01-23T09:45:18.892Z,2018-04-23T13:07:08.176Z,2018-01-24T09:59:55.586Z,2018-05-20T11:53:56.026Z,2017-11-18T10:28:08.377Z,2018-07-13T12:25:04.782Z,2017-12-12T09:25:56.398Z,2018-06-02T14:36:02.351Z,2018-07-15T09:41:04.860Z,2017-11-29T10:08:55.309Z,2018-01-07T09:29:58.626Z,2017-12-11T09:27:26.649Z,2017-12-08T10:08:23.324Z,2018-01-02T09:08:40.088Z,2017-12-09T10:00:12.676Z,2018-01-04T09:24:30.734Z,2017-12-01T10:29:26.732Z,2017-12-28T09:22:48.701Z,2017-11-27T09:32:55.478Z,2017-12-21T16:50:22.139Z,2018-01-03T09:11:14.419Z,2017-12-19T09:42:20.751Z,2017-12-24T09:47:35.096Z,2017-11-19T09:32:22.821Z,2018-07-13T20:58:31.778Z,2017-11-26T09:34:23.234Z,2017-12-22T09:48:10.759Z,2017-12-26T09:29:22.892Z,2018-07-16T02:14:07.216Z,2017-10-19T14:12:59.970Z,2017-12-23T10:02:56.520Z,2018-01-01T09:13:16.916Z,2017-12-14T09:41:19.035Z,2018-07-16T09:59:12.135Z,2018-01-20T11:24:16.019Z,2018-01-14T10:09:44.234Z,2017-12-10T09:54:20.411Z,2017-12-17T08:47:09.336Z,2018-04-26T12:16:02.563Z,2017-12-15T10:01:52.606Z,2017-11-22T10:00:05.458Z,2017-11-25T09:15:59.553Z,2017-11-24T08:37:31.235Z,2017-12-18T08:55:39.772Z,2017-10-04T22:46:31.084Z,2017-12-30T09:34:06.630Z,2017-12-04T09:24:37.181Z,2018-07-12T17:24:44.538Z,2018-07-14T23:48:40.290Z,2017-12-06T09:40:58.335Z,2017-12-05T09:30:18.708Z,2018-01-21T10:25:49.561Z,2017-12-16T10:33:09.102Z,2018-04-10T11:48:51.486Z,2017-12-25T09:35:18.338Z",,Vegetable Stuffed Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,14,14,USD,"2018-01-14T10:09:44.233Z,2017-12-23T10:02:56.519Z,2018-05-20T11:53:56.019Z,2017-12-17T08:47:09.335Z,2018-01-23T09:45:18.891Z,2018-04-26T12:16:02.552Z,2018-07-14T06:36:40.261Z,2017-12-30T09:34:06.629Z,2017-11-24T08:37:31.234Z,2018-06-02T14:36:02.347Z,2018-07-13T20:58:31.768Z,2017-12-01T10:29:26.730Z,2017-12-10T09:54:20.408Z,2018-07-15T09:41:04.857Z,2018-01-24T09:59:55.585Z,2017-11-26T09:34:23.232Z,2017-12-22T09:48:10.757Z,2018-07-16T02:14:07.214Z,2018-07-12T17:24:44.527Z,2017-12-05T09:30:18.707Z,2017-12-25T09:35:18.337Z,2017-10-19T14:12:59.968Z,2018-07-10T02:20:30.633Z,2018-07-16T09:59:12.125Z,2017-12-14T09:41:19.033Z,2017-12-16T10:33:09.101Z,2017-12-19T09:42:20.750Z,2017-12-28T09:22:48.700Z,2017-12-27T09:30:57.735Z,2018-07-13T12:25:04.739Z,2018-04-23T13:07:08.168Z,2018-07-11T14:33:26.802Z,2018-01-20T11:24:16.017Z,2017-12-21T16:50:22.138Z,2017-12-09T10:00:12.675Z,2017-11-23T09:52:22.455Z,2017-12-12T09:25:56.397Z,2017-12-06T09:40:58.333Z,2018-01-08T09:31:09.938Z,2018-04-10T11:48:51.484Z,2017-10-22T04:35:39.254Z,2018-01-21T10:25:49.559Z,2018-01-02T09:08:40.088Z,2017-12-31T09:31:16.024Z,2018-03-30T11:31:07.681Z,2017-12-03T09:13:46.523Z,2017-12-20T09:52:39.819Z,2017-12-15T10:01:52.605Z,2017-12-24T09:47:35.096Z,2017-11-22T10:00:05.457Z,2018-07-14T23:48:40.289Z,2017-10-04T22:46:31.071Z,2017-12-29T09:14:54.496Z,2017-11-19T09:32:22.820Z,2017-11-18T10:28:08.376Z,2017-11-30T10:45:14.242Z,2017-11-21T09:51:41.567Z,2018-01-07T09:29:58.625Z,2018-01-01T09:13:16.916Z,2017-12-11T09:27:26.648Z,2017-12-08T10:08:23.323Z,2017-11-27T09:32:55.457Z,2018-01-03T09:11:14.418Z,2018-01-04T09:24:30.733Z,2017-12-18T08:55:39.772Z,2017-12-26T09:29:22.891Z,2017-12-04T09:24:37.181Z,2017-11-25T09:15:59.552Z,2017-11-29T10:08:55.307Z,2018-05-19T12:24:06.141Z",,Saica Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,14,14,USD,"2018-04-23T13:07:08.185Z,2017-12-20T09:52:39.825Z,2017-12-10T09:54:20.424Z,2018-03-30T11:31:07.695Z,2017-12-29T09:14:54.503Z,2018-07-13T20:58:31.788Z,2018-07-15T09:41:04.869Z,2018-07-16T02:14:07.221Z,2017-12-06T09:40:58.342Z,2017-11-29T10:08:55.318Z,2017-11-30T10:45:14.252Z,2017-10-22T04:35:39.263Z,2018-01-14T10:09:44.244Z,2017-12-01T10:29:26.753Z,2017-12-03T09:13:46.532Z,2018-04-26T12:16:02.593Z,2018-01-24T09:59:55.590Z,2018-07-14T06:36:40.286Z,2018-01-23T09:45:18.896Z,2017-11-18T10:28:08.381Z,2018-07-13T12:25:04.896Z,2017-12-28T09:22:48.716Z,2017-12-24T09:47:35.100Z,2017-11-26T09:34:23.246Z,2018-06-02T14:36:02.363Z,2017-12-04T09:24:37.187Z,2017-12-22T09:48:10.766Z,2017-12-08T10:08:23.332Z,2018-07-11T14:33:26.818Z,2017-12-26T09:29:22.897Z,2018-01-07T09:29:58.630Z,2018-07-10T02:20:30.662Z,2017-12-19T09:42:20.755Z,2017-12-17T08:47:09.341Z,2018-01-08T09:31:09.945Z,2017-12-27T09:30:57.746Z,2018-01-01T09:13:16.920Z,2018-01-20T11:24:16.028Z,2017-12-16T10:33:09.108Z,2018-07-14T23:48:40.297Z,2017-12-15T10:01:52.617Z,2017-11-19T09:32:22.825Z,2017-11-23T09:52:22.476Z,2017-12-21T16:50:22.143Z,2018-01-03T09:11:14.423Z,2017-12-25T09:35:18.343Z,2017-12-11T09:27:26.656Z,2017-11-21T09:51:41.575Z,2018-01-21T10:25:49.570Z,2017-12-12T09:25:56.402Z,2017-10-19T14:12:59.982Z,2017-11-27T09:32:55.493Z,2018-01-02T09:08:40.092Z,2017-12-09T10:00:12.680Z,2018-07-16T09:59:12.216Z,2017-12-23T10:02:56.524Z,2018-04-10T11:48:51.497Z,2017-12-05T09:30:18.712Z,2017-12-31T09:31:16.033Z,2017-11-24T08:37:31.243Z,2017-12-18T08:55:39.776Z,2017-12-30T09:34:06.634Z,2018-05-20T11:53:56.048Z,2017-12-14T09:41:19.042Z,2017-11-22T10:00:05.465Z,2017-10-04T22:46:31.101Z,2017-11-25T09:15:59.560Z,2018-05-19T12:24:06.214Z,2018-07-12T17:24:44.554Z,2018-01-04T09:24:30.738Z",,Buffalo Chicken Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,20,20,USD,"2018-04-26T12:16:02.561Z,2018-03-30T11:31:07.682Z,2018-07-14T06:36:40.263Z,2018-07-15T09:41:04.859Z,2018-04-23T13:07:08.170Z,2018-06-02T14:36:02.349Z,2018-07-14T23:48:40.289Z,2018-07-13T20:58:31.769Z,2018-05-19T12:24:06.157Z,2018-07-13T12:25:04.780Z,2018-05-20T11:53:56.021Z,2018-07-16T02:14:07.215Z,2018-07-12T17:24:44.534Z,2018-07-16T09:59:12.127Z,2018-07-11T14:33:26.804Z,2018-07-10T02:20:30.635Z,2018-04-10T11:48:51.485Z",,Grandma Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,14,14,USD,"2018-04-23T13:07:08.185Z,2018-01-21T10:25:49.569Z,2017-12-20T09:52:39.825Z,2017-12-10T09:54:20.424Z,2018-03-30T11:31:07.695Z,2017-12-29T09:14:54.503Z,2018-07-13T20:58:31.788Z,2018-07-15T09:41:04.869Z,2018-07-16T02:14:07.221Z,2017-12-06T09:40:58.342Z,2018-05-19T12:24:06.213Z,2017-11-29T10:08:55.318Z,2017-10-22T04:35:39.263Z,2018-01-14T10:09:44.244Z,2017-12-03T09:13:46.532Z,2018-04-26T12:16:02.593Z,2018-01-24T09:59:55.590Z,2018-07-14T06:36:40.286Z,2018-01-23T09:45:18.896Z,2017-11-18T10:28:08.381Z,2017-11-23T09:52:22.475Z,2018-07-13T12:25:04.896Z,2017-12-28T09:22:48.716Z,2017-12-24T09:47:35.100Z,2017-11-19T09:32:22.824Z,2017-11-26T09:34:23.246Z,2018-06-02T14:36:02.363Z,2017-12-04T09:24:37.187Z,2017-12-22T09:48:10.766Z,2018-07-11T14:33:26.818Z,2017-12-26T09:29:22.897Z,2018-01-07T09:29:58.630Z,2018-07-10T02:20:30.662Z,2017-12-19T09:42:20.755Z,2017-12-17T08:47:09.341Z,2018-01-08T09:31:09.945Z,2018-01-01T09:13:16.920Z,2017-12-16T10:33:09.108Z,2018-07-14T23:48:40.297Z,2017-12-15T10:01:52.617Z,2017-10-04T22:46:31.100Z,2017-12-21T16:50:22.143Z,2017-12-01T10:29:26.752Z,2018-01-03T09:11:14.423Z,2017-12-25T09:35:18.343Z,2017-12-12T09:25:56.402Z,2017-10-19T14:12:59.982Z,2017-11-27T09:32:55.493Z,2018-01-02T09:08:40.092Z,2017-12-09T10:00:12.680Z,2018-07-16T09:59:12.216Z,2017-12-08T10:08:23.331Z,2017-12-23T10:02:56.524Z,2018-04-10T11:48:51.497Z,2017-12-05T09:30:18.712Z,2018-01-20T11:24:16.027Z,2017-12-31T09:31:16.033Z,2017-12-27T09:30:57.745Z,2017-11-24T08:37:31.243Z,2017-12-18T08:55:39.776Z,2017-12-30T09:34:06.634Z,2018-05-20T11:53:56.048Z,2017-12-11T09:27:26.655Z,2017-12-14T09:41:19.042Z,2017-11-21T09:51:41.574Z,2017-11-22T10:00:05.465Z,2017-11-25T09:15:59.560Z,2018-07-12T17:24:44.554Z,2017-11-30T10:45:14.251Z,2018-01-04T09:24:30.738Z",,Margharita Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,4,4,USD,"2017-12-27T09:30:57.736Z,2018-03-30T11:31:07.683Z,2018-07-13T12:25:04.781Z,2018-07-11T14:33:26.807Z,2018-01-08T09:31:09.939Z,2017-10-22T04:35:39.255Z,2017-12-03T09:13:46.524Z,2018-01-23T09:45:18.892Z,2017-12-20T09:52:39.820Z,2017-12-21T16:50:22.138Z,2017-11-26T09:34:23.233Z,2018-01-24T09:59:55.586Z,2017-10-04T22:46:31.074Z,2018-05-20T11:53:56.026Z,2017-11-18T10:28:08.377Z,2018-05-19T12:24:06.167Z,2017-12-12T09:25:56.398Z,2017-12-22T09:48:10.758Z,2018-06-02T14:36:02.351Z,2018-07-15T09:41:04.860Z,2018-07-12T17:24:44.536Z,2017-11-21T09:51:41.568Z,2017-11-29T10:08:55.309Z,2018-01-07T09:29:58.626Z,2017-12-11T09:27:26.649Z,2017-12-08T10:08:23.324Z,2018-01-02T09:08:40.088Z,2017-12-09T10:00:12.676Z,2018-01-04T09:24:30.734Z,2017-12-28T09:22:48.701Z,2017-12-10T09:54:20.410Z,2018-01-03T09:11:14.419Z,2017-12-19T09:42:20.751Z,2017-12-24T09:47:35.096Z,2018-07-13T20:58:31.778Z,2018-04-23T13:07:08.171Z,2017-12-26T09:29:22.892Z,2017-11-19T09:32:22.820Z,2018-07-16T02:14:07.216Z,2017-10-19T14:12:59.970Z,2017-12-23T10:02:56.520Z,2018-01-01T09:13:16.916Z,2018-01-20T11:24:16.019Z,2017-12-31T09:31:16.025Z,2017-12-29T09:14:54.497Z,2018-01-14T10:09:44.234Z,2017-11-27T09:32:55.477Z,2017-12-01T10:29:26.731Z,2017-12-17T08:47:09.336Z,2017-11-23T09:52:22.457Z,2018-04-26T12:16:02.563Z,2018-07-14T06:36:40.264Z,2017-12-15T10:01:52.606Z,2017-11-22T10:00:05.458Z,2017-11-25T09:15:59.553Z,2017-11-24T08:37:31.235Z,2017-12-18T08:55:39.772Z,2017-12-30T09:34:06.630Z,2017-12-04T09:24:37.181Z,2018-07-10T02:20:30.636Z,2018-07-14T23:48:40.290Z,2017-12-06T09:40:58.335Z,2017-12-05T09:30:18.708Z,2018-01-21T10:25:49.561Z,2017-12-14T09:41:19.034Z,2017-12-16T10:33:09.102Z,2018-04-10T11:48:51.486Z,2018-07-16T09:59:12.134Z,2017-12-25T09:35:18.338Z,2017-11-30T10:45:14.243Z",,Gourmet Vegetable Pizza Slice,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,14,14,USD,"2018-04-23T13:07:08.185Z,2017-12-05T09:30:18.711Z,2018-04-26T12:16:02.592Z,2017-12-20T09:52:39.825Z,2018-07-14T06:36:40.285Z,2017-11-24T08:37:31.242Z,2018-07-13T12:25:04.867Z,2018-05-20T11:53:56.047Z,2018-07-13T20:58:31.788Z,2017-12-14T09:41:19.041Z,2017-12-06T09:40:58.342Z,2017-12-22T09:48:10.765Z,2018-07-10T02:20:30.661Z,2018-07-16T09:59:12.202Z,2018-01-04T09:24:30.737Z,2018-01-21T10:25:49.568Z,2017-12-19T09:42:20.754Z,2018-03-30T11:31:07.694Z,2018-01-23T09:45:18.896Z,2017-12-15T10:01:52.616Z,2017-11-18T10:28:08.381Z,2017-11-23T09:52:22.475Z,2017-11-25T09:15:59.559Z,2017-11-26T09:34:23.245Z,2018-07-15T09:41:04.868Z,2017-12-28T09:22:48.716Z,2017-12-24T09:47:35.100Z,2017-11-19T09:32:22.824Z,2018-07-16T02:14:07.220Z,2018-05-19T12:24:06.212Z,2018-06-02T14:36:02.363Z,2017-10-19T14:12:59.981Z,2017-11-29T10:08:55.317Z,2018-01-07T09:29:58.630Z,2017-10-22T04:35:39.262Z,2017-12-03T09:13:46.531Z,2017-12-08T10:08:23.327Z,2017-12-31T09:31:16.032Z,2018-01-01T09:13:16.920Z,2018-01-14T10:09:44.243Z,2018-07-14T23:48:40.297Z,2017-10-04T22:46:31.100Z,2017-12-21T16:50:22.143Z,2017-12-01T10:29:26.752Z,2018-01-03T09:11:14.423Z,2017-12-25T09:35:18.343Z,2017-12-04T09:24:37.186Z,2017-11-22T10:00:05.464Z,2018-01-02T09:08:40.092Z,2017-12-09T10:00:12.680Z,2018-07-11T14:33:26.817Z,2017-12-23T10:02:56.524Z,2018-04-10T11:48:51.497Z,2018-07-12T17:24:44.553Z,2017-12-26T09:29:22.896Z,2017-12-17T08:47:09.340Z,2017-12-16T10:33:09.107Z,2018-01-20T11:24:16.027Z,2018-01-08T09:31:09.944Z,2017-12-27T09:30:57.745Z,2017-12-10T09:54:20.423Z,2017-12-29T09:14:54.502Z,2017-12-18T08:55:39.776Z,2017-12-30T09:34:06.634Z,2017-12-11T09:27:26.655Z,2017-12-12T09:25:56.401Z,2018-01-24T09:59:55.589Z,2017-11-21T09:51:41.574Z,2017-11-30T10:45:14.251Z,2017-11-27T09:32:55.492Z",,Meat Stuffed Pizza,Georges Pizza,10033,USD,0,25,NY
AVzA18zv3D1zeR_xBAWS,2017-06-19T14:53:07Z,2019-03-27T21:00:18Z,726 W 181st St,"Pizza,Pizza Restaurants,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/726w181stst/1041048724,40.850546,-73.937013,http://www.menupages.com/restaurants/georges/menu,18,18,USD,"2017-12-20T09:52:39.825Z,2017-12-29T09:14:54.503Z,2017-11-18T10:28:08.382Z,2017-11-22T10:00:05.467Z,2018-07-16T02:14:07.221Z,2017-11-25T09:15:59.561Z,2017-11-29T10:08:55.318Z,2017-11-30T10:45:14.252Z,2018-07-12T17:24:44.555Z,2017-10-22T04:35:39.263Z,2018-07-11T14:33:26.819Z,2018-01-14T10:09:44.244Z,2017-12-01T10:29:26.753Z,2017-12-03T09:13:46.532Z,2018-01-24T09:59:55.590Z,2018-01-20T11:24:16.029Z,2017-12-10T09:54:20.425Z,2017-12-04T09:24:37.188Z,2017-12-24T09:47:35.100Z,2017-12-25T09:35:18.344Z,2017-12-22T09:48:10.766Z,2017-12-08T10:08:23.332Z,2017-12-26T09:29:22.897Z,2018-01-07T09:29:58.630Z,2018-07-16T09:59:12.217Z,2017-12-19T09:42:20.755Z,2017-12-23T10:02:56.525Z,2017-12-17T08:47:09.341Z,2018-07-14T06:36:40.287Z,2018-01-08T09:31:09.945Z,2017-12-27T09:30:57.746Z,2018-04-26T12:16:02.594Z,2018-01-01T09:13:16.920Z,2017-12-16T10:33:09.108Z,2018-01-23T09:45:18.897Z,2017-12-28T09:22:48.717Z,2017-12-15T10:01:52.617Z,2017-11-19T09:32:22.825Z,2017-11-23T09:52:22.476Z,2017-12-21T16:50:22.143Z,2018-07-13T12:25:04.897Z,2018-05-20T11:53:56.049Z,2018-01-03T09:11:14.423Z,2017-12-30T09:34:06.635Z,2017-12-11T09:27:26.656Z,2017-11-26T09:34:23.247Z,2018-05-19T12:24:06.231Z,2017-11-21T09:51:41.575Z,2018-01-21T10:25:49.570Z,2018-06-02T14:36:02.364Z,2017-12-12T09:25:56.402Z,2018-01-02T09:08:40.092Z,2017-12-09T10:00:12.680Z,2018-07-10T02:20:30.663Z,2018-04-23T13:07:08.186Z,2017-12-05T09:30:18.712Z,2017-11-27T09:32:55.502Z,2017-12-31T09:31:16.033Z,2018-07-13T20:58:31.797Z,2018-03-30T11:31:07.696Z,2017-11-24T08:37:31.243Z,2017-12-18T08:55:39.776Z,2018-07-14T23:48:40.298Z,2017-12-14T09:41:19.042Z,2017-12-06T09:40:58.343Z,2018-07-15T09:41:04.870Z,2017-10-19T14:12:59.983Z,2017-10-04T22:46:31.109Z,2018-01-04T09:24:30.738Z,2018-04-10T11:48:51.498Z",,Chicken Primavera Pizza,Georges Pizza,10033,USD,0,25,NY
AVwclUx5_7pvs4fzwtjm,2015-10-23T03:53:41Z,2019-03-27T21:00:11Z,934 E Passyunk Ave,"Pizza Place,Pizza Place Bella Vista - Southwark",Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/934epassyunkave/2102748665,39.937084,-75.154864,,6.3,6.3,USD,"2017-12-11T07:27:33.898Z,2017-12-20T21:45:00.136Z,2018-04-02T01:11:30.041Z,2018-02-23T21:13:01.879Z,2018-01-21T19:24:57.644Z,2018-01-16T22:12:43.588Z,2017-10-29T06:19:22.217Z,2018-01-19T22:28:52.767Z,2018-01-24T00:42:06.471Z",,Pizza Steak,Napoli Pizza,19147,USD,0,25,PA
AVwc5Xql_7pvs4fz0Hwg,2016-03-21T00:10:08Z,2019-03-27T20:59:34Z,14550 S Robert Trl,Pizza Place,Accommodation & Food Services,Rosemount,US,us/mn/rosemount/14550sroberttrl/1921089872,44.738678,-93.125876,,5,5,USD,"2018-02-27T05:32:40.507Z,2018-02-27T05:32:40.508Z,2018-02-14T09:18:06.556Z,2018-02-14T09:18:06.557Z,2018-01-28T04:23:20.202Z,2018-01-28T04:23:20.203Z,2018-01-29T16:29:54.518Z,2018-01-29T16:29:54.519Z,2018-01-18T16:58:06.876Z,2018-01-18T16:58:06.878Z,2018-01-18T23:18:39.050Z,2018-01-18T23:18:39.051Z,2018-01-19T00:26:10.134Z,2018-01-19T00:26:10.135Z,2017-12-19T14:29:07.415Z,2017-12-19T14:29:07.417Z,2017-12-10T16:53:18.737Z,2017-12-10T16:53:18.738Z,2017-10-29T11:35:44.925Z,2017-10-29T11:35:44.926Z,2016-03-21T00:10:08Z",,Kids Pizza Buffet,Carbones Pizza Pub,55068,USD,0,25,MN
AVwc5Xql_7pvs4fz0Hwg,2016-03-21T00:10:08Z,2019-03-27T20:59:34Z,14550 S Robert Trl,Pizza Place,Accommodation & Food Services,Rosemount,US,us/mn/rosemount/14550sroberttrl/1921089872,44.738678,-93.125876,,19.49,19.49,USD,"2018-02-27T05:32:40.505Z,2018-02-14T09:18:06.552Z,2018-01-28T04:23:20.198Z,2018-01-29T16:29:54.512Z,2018-01-18T16:58:06.871Z,2018-01-18T23:18:39.045Z,2018-01-19T00:26:10.129Z,2017-12-19T14:29:07.412Z,2017-12-10T16:53:18.734Z,2017-10-29T11:35:44.920Z,2016-03-21T00:10:08Z",,Taco Pizza,Carbones Pizza Pub,55068,USD,0,25,MN
AVwdQho1IN2L1WUft6Jx,2016-03-28T05:15:16Z,2019-03-27T20:59:32Z,17805 Cottonwood Dr,"wholesale,Pizza Place","Wholesale Trade,Accommodation & Food Services",Parker,US,us/co/parker/17805cottonwooddr/-1477407491,39.558578,-104.782375,,18.99,16.99,USD,"2016-03-28T05:15:16Z,2016-04-19T10:47:02Z","Garlic butter, bacon, ham or sausage, eggs, onions, green peppers, mushrooms",Breakfast Pizza,Tontis Pizza,80134,USD,0,25,CO
AVwdQho1IN2L1WUft6Jx,2016-03-28T05:15:16Z,2019-03-27T20:59:32Z,17805 Cottonwood Dr,"wholesale,Pizza Place","Wholesale Trade,Accommodation & Food Services",Parker,US,us/co/parker/17805cottonwooddr/-1477407491,39.558578,-104.782375,,18.79,16.79,USD,"2018-01-18T13:19:21.756Z,2018-01-16T22:43:12.082Z",,Two Topping Pizza,Tontis Pizza,80134,USD,0,25,CO
AWEXJZGwIxWefVJwxl1f,2018-01-21T05:12:34Z,2019-03-27T20:59:27Z,2401 15th St,Pizza Place,Accommodation & Food Services,Denver,US,us/co/denver/240115thst/658733715,39.756797,-105.008937,,8,8,USD,"2018-02-11T07:18:39.976Z,2018-01-27T12:28:55.911Z,2018-01-19T13:18:47.421Z,2018-01-19T20:54:12.994Z,2018-01-18T17:06:35.067Z,2018-01-09T19:50:40.687Z",,Pizza Margherita,Protos PizzaDenver,80202,USD,25,40,CO
AVzA1sSILD2H7whiWFgX,2017-06-19T14:51:59Z,2019-03-27T20:59:10Z,493 Amsterdam Ave,Pizza Place,Accommodation & Food Services,New York,US,us/ny/newyork/493amsterdamave/1137880540,40.786215,-73.976107,,19,19,USD,2017-10-18T23:33:00.000Z,,Pesto Pizza,Caesars Palace Pizzeria,10024,USD,0,25,NY
AVzA1sSILD2H7whiWFgX,2017-06-19T14:51:59Z,2019-03-27T20:59:10Z,493 Amsterdam Ave,Pizza Place,Accommodation & Food Services,New York,US,us/ny/newyork/493amsterdamave/1137880540,40.786215,-73.976107,,21,21,USD,2017-10-18T23:33:00.000Z,,Greek Pizza,Caesars Palace Pizzeria,10024,USD,0,25,NY
